,DecimalDegrees,DecimalDegrees,m asl,,JulianDay,,,,,,,cm,,,mm,g,g,g/g,cm2,cm2/g,
Atqasuk,70.45,157.4,30,None,195,2018,Poa arctica,POAARC,4,POAARC4,GRAM,4.5,1.021067974,0.4625788382,0.26,0.0109,0.0038,0.3486238532,0.72936,191.9368421,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Poa arctica,POAARC,5,POAARC5,GRAM,6.9,1.013125477,0.6698578144,0.28,0.0172,0.0059,0.3430232558,1.04834,177.6847458,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Poa arctica,POAARC,6,POAARC6,GRAM,9.8,1.016924256,0.7345904992,0.22,0.0132,0.0052,0.3939393939,0.91257,175.4942308,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Poa arctica,POAARC,7,POAARC7,GRAM,10.6,1.002221995,0.5899450759,0.28,0.0104,0.0042,0.4038461538,0.72743,173.197619,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Poa arctica,POAARC,8,POAARC8,GRAM,4.9,1.017525548,0.7354512859,0.22,0.0068,0.0018,0.2647058824,0.485,269.4444444,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Poa arctica,POAARC,9,POAARC9,GRAM,6.8,1.011637381,0.2685328936,0.2,0.0132,0.0062,0.4696969697,0.875,141.1290323,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Poa arctica,POAARC,10,POAARC10,GRAM,8.2,1.020506682,0.6964850763,0.28,0.0162,0.0065,0.4012345679,0.76489,117.6753846,Katlyn Betway
Atqasuk,70.45,157.4,30,None,192,2018,Salix pulchra,SALPUL,1,SALPUL1,DSHR,38.9,0.9746079762,0.6113305619,0.25,0.0075,0.0062,0.8266666667,0.91545,147.6532258,Katlyn Betway
Atqasuk,70.45,157.4,30,None,192,2018,Salix pulchra,SALPUL,2,SALPUL2,DSHR,17.4,0.9731613675,0.6000486278,0.13,0.0054,0.0042,0.7777777778,0.57965,138.0119048,Katlyn Betway
Atqasuk,70.45,157.4,30,None,192,2018,Salix pulchra,SALPUL,3,SALPUL3,DSHR,27,0.9705682583,0.7650055131,0.17,0.0102,0.0088,0.862745098,1.37595,156.3579545,Katlyn Betway
Atqasuk,70.45,157.4,30,None,192,2018,Salix pulchra,SALPUL,4,SALPUL4,DSHR,6,0.9731490847,0.7748026259,0.38,0.0127,0.0111,0.874015748,1.22515,110.3738739,Katlyn Betway
Atqasuk,70.45,157.4,30,None,192,2018,Salix pulchra,SALPUL,5,SALPUL5,DSHR,20.3,0.9734824368,0.7648931683,0.17,0.0078,0.0068,0.8717948718,0.72131,106.075,Katlyn Betway
Atqasuk,70.45,157.4,30,None,192,2018,Salix pulchra,SALPUL,6,SALPUL6,DSHR,17.6,0.9888748931,0.817891173,0.19,0.0128,0.0078,0.609375,0.91648,117.4974359,Katlyn Betway
Atqasuk,70.45,157.4,30,None,192,2018,Salix pulchra,SALPUL,7,SALPUL7,DSHR,11.7,0.9828946995,0.8078213408,0.21,0.0232,0.0155,0.6681034483,1.13548,73.25677419,Katlyn Betway
Atqasuk,70.45,157.4,30,None,192,2018,Salix pulchra,SALPUL,8,SALPUL8,DSHR,22.6,0.9725593745,0.7740940079,0.18,0.0036,0.0026,0.7222222222,0.31659,121.7653846,Katlyn Betway
Atqasuk,70.45,157.4,30,None,192,2018,Salix pulchra,SALPUL,9,SALPUL9,DSHR,29.4,0.970754572,0.8065415534,0.14,0.0086,0.0077,0.8953488372,1.11237,144.4636364,Katlyn Betway
Atqasuk,70.45,157.4,30,None,192,2018,Salix pulchra,SALPUL,10,SALPUL10,DSHR,12.7,0.9745452648,0.8058958386,0.19,0.0157,0.013,0.8280254777,1.65278,127.1369231,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Stellaria laeta,STELAE,1,STELAE1,FORB,6.7,0.9978729835,0.7242042504,0.24,0.0024,0.0019,0.7916666667,0.20631,108.5842105,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Stellaria laeta,STELAE,2,STELAE2,FORB,4.9,0.9835823865,0.6001768305,0.29,0.0011,0.0011,1,0.10693,97.20909091,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Stellaria laeta,STELAE,3,STELAE3,FORB,5.9,1.004163779,0.6983010149,0.39,0.0028,0.0016,0.5714285714,0.10024,62.65,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Stellaria laeta,STELAE,4,STELAE4,FORB,7.4,1.003872785,0.7280110112,0.26,0.0055,0.0029,0.5272727273,0.21094,72.73793103,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Stellaria laeta,STELAE,5,STELAE5,FORB,5.1,0.9952102786,0.7238088681,0.27,0.0029,0.0023,0.7931034483,0.18466,80.28695652,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Stellaria laeta,STELAE,6,STELAE6,FORB,4.5,0.9716415086,0.6317476379,0.19,0.0012,0.0009,0.75,0.18369,204.1,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Stellaria laeta,STELAE,7,STELAE7,FORB,6.3,0.972487755,0.5697566857,0.33,0.0014,0.001,0.7142857143,0.10498,104.98,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Stellaria laeta,STELAE,8,STELAE8,FORB,7.4,0.97788329,0.610598376,0.2,0.0019,0.0017,0.8947368421,0.20631,121.3588235,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Stellaria laeta,STELAE,9,STELAE9,FORB,7.3,0.975521102,0.5884250234,0.25,0.0031,0.0019,0.6129032258,0.15011,79.00526316,Katlyn Betway
Atqasuk,70.45,157.4,30,None,195,2018,Stellaria laeta,STELAE,10,STELAE10,FORB,5.1,0.9787851668,0.6297731741,0.52,0.0031,0.0028,0.9032258065,0.23734,84.76428571,Katlyn Betway
Atqasuk,70.45,157.4,30,None,194,2018,Vaccinium vitis-idaea,VACVIT,1,VACVIT1,ESHR,1.4,1.020508504,0.8605983333,0.39,0.0076,0.0045,0.5921052632,0.209,46.44444444,Katlyn Betway
Atqasuk,70.45,157.4,30,None,194,2018,Vaccinium vitis-idaea,VACVIT,2,VACVIT2,ESHR,3.4,1.027563104,0.8840451788,0.4,0.0178,0.0115,0.6460674157,0.62861,54.66173913,Katlyn Betway
Atqasuk,70.45,157.4,30,None,194,2018,Vaccinium vitis-idaea,VACVIT,3,VACVIT3,ESHR,2.1,1.047529209,0.9183663346,0.59,0.0297,0.0163,0.5488215488,0.60656,37.21226994,Katlyn Betway
Atqasuk,70.45,157.4,30,None,194,2018,Vaccinium vitis-idaea,VACVIT,4,VACVIT4,ESHR,2.5,1.02952298,0.8677658912,0.49,0.0129,0.0086,0.6666666667,0.29795,34.64534884,Katlyn Betway
Atqasuk,70.45,157.4,30,None,194,2018,Vaccinium vitis-idaea,VACVIT,5,VACVIT5,ESHR,2.2,1.024870251,0.8516655356,0.35,0.0133,0.0091,0.6842105263,0.38387,42.18351648,Katlyn Betway
Atqasuk,70.45,157.4,30,None,194,2018,Vaccinium vitis-idaea,VACVIT,6,VACVIT6,ESHR,3.6,1.022830308,0.8105420439,0.48,0.022,0.0148,0.6727272727,0.62588,42.28918919,Katlyn Betway
Atqasuk,70.45,157.4,30,None,194,2018,Vaccinium vitis-idaea,VACVIT,7,VACVIT7,ESHR,2.5,0.9206427307,0.7845768157,0.42,0.0193,0.0106,0.5492227979,0.58049,54.76320755,Katlyn Betway
Atqasuk,70.45,157.4,30,None,194,2018,Vaccinium vitis-idaea,VACVIT,8,VACVIT8,ESHR,1.8,1.035001996,0.8905013337,0.51,0.0113,0.0068,0.6017699115,0.29664,43.62352941,Katlyn Betway
Atqasuk,70.45,157.4,30,None,194,2018,Vaccinium vitis-idaea,VACVIT,9,VACVIT9,ESHR,2.6,1.035090658,0.8481632891,0.46,0.0164,0.0089,0.5426829268,0.49547,55.67078652,Katlyn Betway
Atqasuk,70.45,157.4,30,None,194,2018,Vaccinium vitis-idaea,VACVIT,10,VACVIT10,ESHR,1.2,1.026161426,0.8519491534,0.38,0.0135,0.0079,0.5851851852,0.37273,47.18101266,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Arctophila fulva,ARCFUL,1,ARCFUL1,GRAM,25.1,1.019468022,0.7526304779,0.49,0.0682,0.0399,0.5850439883,3.589644,89.96601504,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Arctophila fulva,ARCFUL,2,ARCFUL2,GRAM,28.9,1.021605613,0.7288977883,0.56,0.0809,0.0614,0.7589616811,3.40611,55.47410423,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Arctophila fulva,ARCFUL,3,ARCFUL3,GRAM,26.2,1.029667131,0.7404776028,0.52,0.1184,0.0717,0.6055743243,4.63479,64.64142259,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Arctophila fulva,ARCFUL,4,ARCFUL4,GRAM,23,1.018931664,0.7457478594,0.41,0.0919,0.0508,0.5527747552,3.79219,74.64940945,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Arctophila fulva,ARCFUL,5,ARCFUL5,GRAM,26.8,1.014062846,0.7491168207,0.35,0.063,0.0344,0.546031746,4.3031,125.0901163,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Arctophila fulva,ARCFUL,6,ARCFUL6,GRAM,22.7,1.019857721,0.7518845106,0.49,0.0535,0.0304,0.5682242991,2.31929,76.29243421,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Arctophila fulva,ARCFUL,7,ARCFUL7,GRAM,26.7,1.018829096,0.7115573286,0.4,0.07,0.0423,0.6042857143,3.74154,88.45248227,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Arctophila fulva,ARCFUL,8,ARCFUL8,GRAM,22.2,1.015562461,0.7423361168,0.4,0.0766,0.0334,0.4360313316,3.83645,114.8637725,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Arctophila fulva,ARCFUL,9,ARCFUL9,GRAM,25.1,1.012540569,0.7590278422,0.42,0.0597,0.0397,0.6649916248,2.99009,75.31712846,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,217,2018,Arctophila fulva,ARCFUL,10,ARCFUL10,GRAM,22.4,1.019609617,0.708228811,0.55,0.1667,0.0677,0.4061187762,5.34934,79.01536189,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Carex aquatilis,CARAQU,1,CARAQU1,GRAM,17.1,1.007336684,0.7802856119,0.22,0.0405,0.0207,0.5111111111,2.68303,129.6149758,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Carex aquatilis,CARAQU,2,CARAQU2,GRAM,18,1.010495334,0.7904190226,0.21,0.054,0.024,0.4444444444,2.04502,85.20916667,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Carex aquatilis,CARAQU,3,CARAQU3,GRAM,10.1,1.016424149,0.7019632056,0.22,0.0311,0.0126,0.4051446945,2.63862,209.4142857,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Carex aquatilis,CARAQU,4,CARAQU4,GRAM,14.2,1.012497233,0.6896516161,0.28,0.0347,0.0139,0.4005763689,1.96402,141.2964029,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Carex aquatilis,CARAQU,5,CARAQU5,GRAM,15.2,1.017252951,0.6062676903,0.28,0.0394,0.0181,0.4593908629,1.73028,95.59558011,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Carex aquatilis,CARAQU,6,CARAQU6,GRAM,14.6,1.010894094,0.6930942457,0.26,0.0438,0.0203,0.4634703196,1.47335,72.57881773,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Carex aquatilis,CARAQU,7,CARAQU7,GRAM,11.3,1.006479223,0.7162994223,0.24,0.0235,0.0114,0.485106383,1.74941,153.4570175,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Carex aquatilis,CARAQU,8,CARAQU8,GRAM,15.2,1.007259275,0.6871560909,0.27,0.0288,0.0161,0.5590277778,1.17255,72.82919255,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Carex aquatilis,CARAQU,9,CARAQU9,GRAM,11.2,0.9976861373,0.7422386834,0.28,0.0288,0.014,0.4861111111,1.63599,116.8564286,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Carex aquatilis,CARAQU,10,CARAQU10,GRAM,9.3,1.006690678,0.7547658322,0.3,0.0115,0.0046,0.4,0.55944,121.6173913,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Cassiope tetragona,CASTET,1,CASTET1,ESHR,4.5,1.026984867,0.7559456202,1.59,0.0564,0.0324,0.5744680851,0.9336,28.81481481,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Cassiope tetragona,CASTET,2,CASTET2,ESHR,5.5,1.028243902,0.8208907955,1.21,0.0553,0.0328,0.5931283906,0.83266,25.38597561,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Cassiope tetragona,CASTET,3,CASTET3,ESHR,6.4,1.028539641,0.7845030326,1.34,0.0605,0.0331,0.547107438,0.91604,27.67492447,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Cassiope tetragona,CASTET,4,CASTET4,ESHR,5.1,1.007274363,0.891360711,1.31,0.088,0.0511,0.5806818182,1.27452,24.94168297,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Cassiope tetragona,CASTET,5,CASTET5,ESHR,5.8,1.012012923,0.5987927223,1.59,0.1455,0.0814,0.5594501718,1.88489,23.15589681,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Cassiope tetragona,CASTET,6,CASTET6,ESHR,7.2,1.001574573,0.7375644548,1.61,0.1082,0.0636,0.5878003697,1.73842,27.3336478,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Cassiope tetragona,CASTET,7,CASTET7,ESHR,4.9,0.9955359573,0.7579806276,1.46,0.1044,0.0598,0.5727969349,1.859,31.08695652,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Cassiope tetragona,CASTET,8,CASTET8,ESHR,5,1.015399664,0.7826698917,1.4,0.0726,0.0413,0.5688705234,1.2803,31,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Cassiope tetragona,CASTET,9,CASTET9,ESHR,3.9,1.006133259,0.8836785242,1.42,0.0656,0.0382,0.5823170732,0.91087,23.8447644,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,202,2018,Cassiope tetragona,CASTET,10,CASTET10,ESHR,6.6,1.012883692,0.7727710793,1.7,0.147,0.0824,0.5605442177,2.17344,26.37669903,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,200,2018,Eriophorum angustifolium,ERIANG,1,ERIANG1,GRAM,6.7,1.019687213,0.8089498246,0.58,0.0641,0.0169,0.263650546,1.03576,61.28757396,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,200,2018,Eriophorum angustifolium,ERIANG,2,ERIANG2,GRAM,6.3,1.019613051,0.8451228465,0.71,0.0626,0.0195,0.3115015974,1.10134,56.47897436,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,200,2018,Eriophorum angustifolium,ERIANG,3,ERIANG3,GRAM,6.2,1.02165147,0.8689348287,0.49,0.0535,0.0201,0.3757009346,1.19344,59.37512438,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,200,2018,Eriophorum angustifolium,ERIANG,4,ERIANG4,GRAM,7.2,1.012293843,0.9074195861,0.62,0.0473,0.0215,0.4545454545,1.60591,74.69348837,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,200,2018,Eriophorum angustifolium,ERIANG,5,ERIANG5,GRAM,4.1,1.014078936,0.8845109427,0.49,0.0371,0.0138,0.371967655,0.89796,65.06956522,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,200,2018,Eriophorum angustifolium,ERIANG,6,ERIANG6,GRAM,6.4,1.018782243,0.866497108,0.76,0.0778,0.0212,0.2724935733,1.05941,49.97216981,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,200,2018,Eriophorum angustifolium,ERIANG,7,ERIANG7,GRAM,5.1,1.008905507,0.8340402792,0.69,0.0225,0.0111,0.4933333333,1.1225,101.1261261,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,200,2018,Eriophorum angustifolium,ERIANG,8,ERIANG8,GRAM,14.7,1.012878494,0.9213663977,0.71,0.0908,0.0317,0.3491189427,2.28524,72.08958991,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,200,2018,Eriophorum angustifolium,ERIANG,9,ERIANG9,GRAM,6.9,1.015743832,0.7373481856,0.51,0.0633,0.0213,0.336492891,0.84328,39.59061033,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,200,2018,Eriophorum angustifolium,ERIANG,10,ERIANG10,GRAM,5.3,1.011586615,0.8413375277,0.56,0.0326,0.0242,0.7423312883,1.14469,47.30123967,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,207,2018,Eriophorum russeolum,ERIRUS,1,ERIRUS1,GRAM,9.1,0.9849543577,0.6967760984,0.8,0.0104,0.0023,0.2211538462,0.72723,316.1869565,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,207,2018,Eriophorum russeolum,ERIRUS,2,ERIRUS2,GRAM,11.2,1.00674767,0.7968851075,1.22,0.0282,0.0096,0.3404255319,1.30093,135.5135417,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,207,2018,Eriophorum russeolum,ERIRUS,3,ERIRUS3,GRAM,16.3,1.007741918,0.8086725177,1.05,0.0473,0.0147,0.310782241,2.41371,164.1979592,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,207,2018,Eriophorum russeolum,ERIRUS,4,ERIRUS4,GRAM,14.5,1.008071147,0.8732085054,1.09,0.0262,0.0133,0.5076335878,1.68031,126.3390977,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,207,2018,Eriophorum russeolum,ERIRUS,5,ERIRUS5,GRAM,12,1.005293496,0.8603048598,0.88,0.0347,0.0096,0.2766570605,1.65114,171.99375,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,207,2018,Eriophorum russeolum,ERIRUS,6,ERIRUS6,GRAM,11.9,1.012534532,0.8792905747,0.89,0.0346,0.0116,0.3352601156,1.49005,128.4525862,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,207,2018,Eriophorum russeolum,ERIRUS,7,ERIRUS7,GRAM,11.4,1.00560454,0.8443499704,0.92,0.0301,0.014,0.4651162791,1.7584,125.6,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,207,2018,Eriophorum russeolum,ERIRUS,8,ERIRUS8,GRAM,9.1,1.002769085,0.8651564558,1,0.0286,0.0138,0.4825174825,2.11365,153.1630435,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,207,2018,Eriophorum russeolum,ERIRUS,9,ERIRUS9,GRAM,17.6,1.007775882,0.8332475291,1.2,0.0546,0.0215,0.3937728938,3.04369,141.5669767,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,207,2018,Eriophorum russeolum,ERIRUS,10,ERIRUS10,GRAM,10.8,0.9988289346,0.8872207372,0.9,0.0165,0.0093,0.5636363636,1.15061,123.7215054,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,204,2018,Eriophorum vaginatum,ERIVAG,1,ERIVAG1,GRAM,10.5,1.010800883,0.8123055585,0.61,0.0135,0.0056,0.4148148148,1.3224,236.1428571,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,204,2018,Eriophorum vaginatum,ERIVAG,2,ERIVAG2,GRAM,10.8,1.017132109,0.8858708935,0.86,0.0347,0.0103,0.2968299712,1.6135,156.6504854,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,204,2018,Eriophorum vaginatum,ERIVAG,3,ERIVAG3,GRAM,12.6,1.014585963,0.8935267043,0.93,0.0365,0.0119,0.3260273973,2.5283,212.4621849,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,204,2018,Eriophorum vaginatum,ERIVAG,4,ERIVAG4,GRAM,10.7,1.017587556,0.8859862414,1.09,0.0422,0.0142,0.336492891,1.3939,98.16197183,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,204,2018,Eriophorum vaginatum,ERIVAG,5,ERIVAG5,GRAM,10.1,1.012872203,0.8549289066,1.03,0.0128,0.0067,0.5234375,0.5817,86.82089552,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,204,2018,Eriophorum vaginatum,ERIVAG,6,ERIVAG6,GRAM,10.6,1.007831809,0.8032701118,1,0.0201,0.0064,0.3184079602,1.1804,184.4375,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,204,2018,Eriophorum vaginatum,ERIVAG,7,ERIVAG7,GRAM,11.7,1.013473843,0.9268525137,0.89,0.0193,0.0082,0.4248704663,1.23763,150.9304878,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,204,2018,Eriophorum vaginatum,ERIVAG,8,ERIVAG8,GRAM,10.8,1.005159074,0.7725387464,1.03,0.028,0.0114,0.4071428571,1.90952,167.5017544,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,204,2018,Eriophorum vaginatum,ERIVAG,9,ERIVAG9,GRAM,10.1,1.005931898,0.7918054115,1.12,0.0269,0.0076,0.282527881,1.46335,192.5460526,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,204,2018,Eriophorum vaginatum,ERIVAG,10,ERIVAG10,GRAM,7.4,1.010355464,0.8689405489,1.13,0.0367,0.0108,0.2942779292,1.13849,105.4157407,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Luzula confusa,LUZCON,1,LUZCON1,GRAM,4.9,1.013000803,0.8028094639,0.35,0.0126,0.0056,0.4444444444,0.98005,175.0089286,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Luzula confusa,LUZCON,2,LUZCON2,GRAM,5.9,1.01619195,0.879939377,0.32,0.0095,0.0067,0.7052631579,1.07616,160.6208955,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Luzula confusa,LUZCON,3,LUZCON3,GRAM,4.5,1.018252221,0.8541917411,0.23,0.0168,0.0071,0.4226190476,0.5916,83.32394366,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Luzula confusa,LUZCON,4,LUZCON4,GRAM,5.6,1.007249646,0.7968130074,0.36,0.0175,0.0076,0.4342857143,1.34889,177.4855263,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Luzula confusa,LUZCON,5,LUZCON5,GRAM,4.7,1.01551819,0.7675341703,0.31,0.0137,0.0061,0.4452554745,0.52021,85.28032787,Katlyn Betway
Utqiagvik,71.31667,156.6,3,None,201,2018,Luzula confusa,LUZCON,6,LUZCON6,GRAM,6.1,1.021760653,0.8239535877,0.24,0.0245,0.0097,0.3959183673,1.72712,178.0536082,Katlyn Betway
